globalFrame,animation,localFrame,sourceFrame,sourcePiskel,reviewFramePng,exactDuplicateOfGlobal,exactDuplicateOfLocal,adjacentMeanDiffFromPrevious
104,dig-up,0,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-000.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-000.png,,,
105,dig-up,1,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-001.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-001.png,,,10.6595
106,dig-up,2,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-002.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-002.png,,,11.4489
107,dig-up,3,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-003.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-003.png,,,22.2717
108,dig-up,4,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-004.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-004.png,,,17.4016
109,dig-up,5,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-005.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-005.png,,,11.4019
110,dig-up,6,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-006.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-006.png,,,18.8934
111,dig-up,7,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-007.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-007.png,,,14.3123
112,dig-up,8,sprites/character/character-v8/runtime/dig-up-cleaned-frames/frame-008.png,sprites/character/character-v8/piskel/dig-up.piskel,markdown/audit/animation-audit/2026-07-02-legacy-miner-v8-frame-review/by-animation/dig-up/frames/frame-008.png,,,14.0713
